,ID_CLIENT,ORIGINE_LEAD,SOURCE_LEAD,NIVEAU_LEAD,QUALITE_LEAD,CONTACT_PAR_MAIL,CONTACT_PAR_TELEPHONE,STATUT_ACTUEL,CONVERTI,NB_VISITES,DUREE_SUR_SITEWEB,NB_PAGES_VUES_PAR_VISITE,DERNIERE_ACTIVITE,DERNIERE_ACTIVITE_NOTABLE,PAYS,VILLE,SPECIALISATION,TAGS,INDEX_ACTIVITE,INDEX_PROFIL,SCORE_ACTIVITE,SCORE_PROFIL,ANNONCE_VUE,MAGAZINE,ARTICLE_JOURNAL,FORUM,JOURNAUX,PUB_DIGITALE,RECOMMANDATION,Comment avez-vous entendu parler de nous ?,Souhaites-tu recevoir plus d'infos sur notre cours ?,Souhaites-tu recevoir des mises à jour sur nos programmes ?,Souhaites-tu recevoir des mises à jour par message privé ?,Souhaites-tu payer par chèque ?,Souhaites-tu recevoir une copie de notre livre blanc ?,PREDICTED_PROBABILITY,PREDICTION
306,583169,Soumission landing page,Google,Lead potentiel,Peu pertinent,Non,Non,Sans emploi,1,2.0,100,2.0,Email ouvert,Email ouvert,India,Mumbai,Media and Advertising,Reviendra après avoir lu le courriel,Moyen,Elevé,14.0,19.0,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Non,0.9207320395522763,1
307,643273,Importation de lead,Facebook,Select,,Non,Non,Sans emploi,0,,289,,,Modifié,,Mumbai,Finance Management,Intéressé par d'autres cours,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.03772158654325484,0
308,643280,Importation de lead,Facebook,Select,,Non,Non,Sans emploi,0,0.0,0,0.0,Email ouvert,Email ouvert,,Autres villes de Maharashtra,Media and Advertising,,Moyen,Moyen,13.0,13.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.07310637688220295,0
309,611386,Soumission landing page,Google,Select,Peu pertinent,Non,Non,Professionnel en activité,1,5.0,576,5.0,Email ouvert,Email ouvert,India,Autres villes de Maharashtra,Finance Management,Fermé,,,,,Non,Non,Non,Non,Non,Non,Non,Bouche à oreille,Non,Non,Non,Non,Non,0.9482904846568897,1
310,598314,Soumission landing page,Google,Autre leads,Peu pertinent,Non,Non,Femme au foyer,1,4.0,1568,4.0,Email ouvert,Email ouvert,India,Mumbai,Finance Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Non,0.9216859359144303,1
311,642951,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Conversation Chat,Modifié,,,,,Elevé,Moyen,17.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.07307185622589857,0
312,644453,API,Olark Chat,Autre leads,Pas du tout pertinent,Non,Non,Sans emploi,0,0.0,0,0.0,Conversation Chat,Modifié,,Select,Marketing Management,Titulaire d'un diplôme (non éligible),Faible,Moyen,12.0,14.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.04142205183577008,0
313,643274,Importation de lead,Facebook,Select,,Non,Non,Sans emploi,0,0.0,0,0.0,Email ouvert,Modifié,,Autres villes de Maharashtra,Finance Management,Appelé,Moyen,Moyen,14.0,14.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.044190188870955674,0
314,581157,API,Google,,,Non,Non,,1,2.0,1159,1.0,Email ouvert,Email ouvert,India,,,,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.645504866752555,1
315,587303,Formulaire Lead Add,Reference,Select,,Non,Non,Sans emploi,0,0.0,0,0.0,SMS envoyé,SMS envoyé,,Select,Select,Appelé,Moyen,Elevé,14.0,17.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.07304598437753201,0
316,590690,API,Olark Chat,Select,,Non,Non,Sans emploi,0,0.0,0,0.0,SMS envoyé,SMS envoyé,,Select,Select,Appelé,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.07304598437753201,0
317,595769,API,Olark Chat,Select,,Non,Non,Sans emploi,0,0.0,0,0.0,Conversation Chat,Conversation Chat,,Select,Select,Déjà un étudiant,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.0703179661470378,0
318,619000,Soumission landing page,Google,Select,,Non,Non,Sans emploi,0,6.0,49,2.0,Email ouvert,Modifié,India,Mumbai,Operations Management,Appelé,Moyen,Elevé,14.0,18.0,Non,Non,Non,Non,Non,Non,Non,Bouche à oreille,Non,Non,Non,Non,Oui,0.03789360058216614,0
319,634915,Soumission landing page,Direct Traffic,Select,Pourrait être pertinent,Non,Non,Professionnel en activité,1,3.0,527,1.5,SMS envoyé,SMS envoyé,India,Mumbai,Media and Advertising,Reviendra après avoir lu le courriel,Moyen,Elevé,14.0,17.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.9252422018940859,1
320,605723,Soumission landing page,Google,,,Non,Non,,1,4.0,618,4.0,SMS envoyé,SMS envoyé,India,Villes de niveau II,Media and Advertising,,,,,,Non,Non,Non,Non,Non,Non,Non,Bouche à oreille,Non,Non,Non,Non,Non,0.26208193698873317,0
321,632869,Soumission landing page,Organic Search,Select,Pas sur,Non,Non,Sans emploi,0,7.0,481,2.33,Email ouvert,Email ouvert,India,Mumbai,Business Administration,Raccroché,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.021119808566840714,0
322,654275,Soumission landing page,Google,Select,,Non,Non,Sans emploi,1,6.0,1092,3.0,Page visitée sur le site,Page visitée sur le site,India,Mumbai,Finance Management,,Moyen,Elevé,15.0,18.0,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Non,0.07493740612213443,0
323,641040,API,Google,Select,,Non,Non,Sans emploi,0,2.0,41,2.0,Email ouvert,Email ouvert,India,Select,Select,Intéressé par un MBA full-time,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.04487917437381275,0
324,582870,API,Olark Chat,Lead potentiel,,Non,Non,Sans emploi,0,0.0,0,0.0,Conversation Chat,Modifié,,Select,Select,Intéressé par un MBA full-time,Moyen,Moyen,15.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.057720541756140144,0
325,618419,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Conversation Chat,Conversation Chat,,,,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.07307185622589857,0
326,604840,Formulaire Lead Add,Welingak Website,Select,,Non,Non,Sans emploi,1,0.0,0,0.0,Email ouvert,Email ouvert,,Select,Select,,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.07310637688220295,0
327,648419,Soumission landing page,Direct Traffic,Select,,Non,Non,Sans emploi,0,4.0,1371,4.0,Email ouvert,Email ouvert,India,Autres villes métropolitaines,Operations Management,Mauvais numéro,Moyen,Moyen,14.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.7920143353355463,1
328,645491,API,Google,Select,,Non,Non,Sans emploi,0,4.0,185,4.0,Page visitée sur le site,Modifié,India,Select,Select,Intéressé par d'autres cours,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.04214971084525176,0
329,611444,Soumission landing page,Google,Select,Pas sur,Non,Non,Sans emploi,0,2.0,105,2.0,SMS envoyé,SMS envoyé,India,Mumbai,Human Resource Management,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Etudiant d'une certaine école,Non,Non,Non,Non,Non,0.05811243649108295,0
330,586071,Soumission landing page,Direct Traffic,Autre leads,Pas sur,Non,Non,Etudiant,0,3.0,342,3.0,Page visitée sur le site,Modifié,India,Mumbai,Business Administration,Diplôme en cours,Faible,Elevé,11.0,18.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.05958348284084145,0
331,615216,Soumission landing page,Organic Search,Lead potentiel,Très pertinent,Non,Non,Sans emploi,1,6.0,1183,3.0,Email ouvert,Email ouvert,India,Mumbai,Supply Chain Management,Fermé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.9376502509574307,1
332,614900,Soumission landing page,Direct Traffic,Select,Pourrait être pertinent,Non,Non,Professionnel en activité,1,2.0,1585,2.0,SMS envoyé,SMS envoyé,India,Autres villes de Maharashtra,Operations Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.9356649224862659,1
333,590119,Soumission landing page,Organic Search,,,Oui,Non,,0,2.0,71,2.0,Email rejeté,Email rejeté,India,Autres villes métropolitaines,Finance Management,,Moyen,Moyen,14.0,16.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.04546454697333722,0
334,594108,Formulaire Lead Add,Reference,Select,Très pertinent,Non,Non,Sans emploi,1,0.0,0,0.0,Email ouvert,Email ouvert,,Select,Select,Fermé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9208415310994461,1
335,616206,API,Google,Select,Pourrait être pertinent,Non,Non,Sans emploi,1,8.0,1036,4.0,SMS envoyé,SMS envoyé,India,Mumbai,Human Resource Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Etudiant d'une certaine école,Non,Non,Non,Non,Non,0.9445004832496549,1
336,657316,Soumission landing page,Direct Traffic,,,Non,Non,,0,13.0,194,13.0,Email ouvert,Email ouvert,India,Mumbai,Marketing Management,,Moyen,Elevé,15.0,18.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.0344899380142439,0
337,614821,API,Google,,,Non,Non,,0,6.0,310,3.0,Email ouvert,Email ouvert,India,,,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.031099203693796772,0
338,639704,Soumission landing page,Google,Lead potentiel,Peu pertinent,Non,Non,Sans emploi,0,4.0,329,4.0,Email ouvert,Email ouvert,India,Thane et sa périphérie,Finance Management,Reviendra après avoir lu le courriel,Moyen,Elevé,13.0,19.0,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Non,0.9217736341766657,1
339,605458,API,Olark Chat,Select,,Non,Non,Sans emploi,0,0.0,0,0.0,Conversation Chat,Modifié,,Select,Select,,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.07307185622589857,0
340,609191,Formulaire Lead Add,Reference,Lead potentiel,Très pertinent,Non,Non,Sans emploi,1,0.0,0,0.0,SMS envoyé,SMS envoyé,,Mumbai,Marketing Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9374440467728862,1
341,643974,API,Google,Select,Pas sur,Oui,Non,Sans emploi,0,2.0,96,2.0,Email rejeté,Modifié,India,Select,Marketing Management,Désactivé,Faible,Moyen,12.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.06424012087067932,0
342,657220,Soumission landing page,Google,Select,Pas sur,Non,Non,Sans emploi,0,11.0,1189,11.0,Email ouvert,Email ouvert,India,Mumbai,Human Resource Management,Appelé,Moyen,Elevé,15.0,18.0,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Non,0.058267037241416214,0
343,643637,API,Google,Lead potentiel,Peu pertinent,Non,Non,Sans emploi,1,2.0,1059,2.0,Email ouvert,Email ouvert,India,Thane et sa périphérie,IT Projects Management,Reviendra après avoir lu le courriel,Moyen,Moyen,15.0,14.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9236609955380325,1
344,647989,Importation de lead,Facebook,Select,,Non,Non,Sans emploi,0,0.0,0,0.0,Email ouvert,Email ouvert,,Autres villes de Maharashtra,Select,,Moyen,Moyen,14.0,14.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.07310637688220295,0
345,626880,API,Olark Chat,Select,,Non,Non,Sans emploi,0,17.0,75,3.4,SMS envoyé,Modifié,India,Thane et sa périphérie,Marketing Management,,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.7702242647244378,1
346,657327,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Conversation Chat,Modifié,,,,,Elevé,Moyen,17.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.07307185622589857,0
347,595834,API,Olark Chat,Select,,Non,Non,Sans emploi,0,4.0,416,2.0,Page visitée sur le site,Page visitée sur le site,,Select,Select,,Faible,Moyen,11.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.022161115446683265,0
348,655191,API,Olark Chat,Select,Pas sur,Non,Non,Sans emploi,0,0.0,0,0.0,A cliqué sur le lien dans le mail,A cliqué sur le lien dans le mail,,Select,Select,Désactivé,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.06129852659795771,0
349,583752,Soumission landing page,Direct Traffic,,,Non,Non,,0,4.0,266,4.0,SMS envoyé,Modifié,India,Mumbai,International Business,,Moyen,Elevé,14.0,18.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.2654898156509693,0
350,633795,Soumission landing page,Google,Select,,Non,Non,Sans emploi,0,4.0,208,4.0,Email ouvert,Email ouvert,India,Mumbai,Finance Management,Appelé,Moyen,Elevé,14.0,18.0,Non,Non,Non,Non,Non,Non,Non,Autre,Non,Non,Non,Non,Non,0.026588636914004742,0
351,631676,API,Olark Chat,Select,Pas du tout pertinent,Non,Non,Sans emploi,0,0.0,0,0.0,SMS envoyé,Modifié,,Select,Select,Intéressé par d'autres cours,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.07305273815770558,0
352,635948,API,Google,Select,,Non,Non,Sans emploi,1,2.0,1485,2.0,SMS envoyé,Modifié,India,Select,Select,,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9392678144084851,1
353,654026,API,Google,Lead potentiel,Pourrait être pertinent,Non,Non,Sans emploi,0,3.0,52,3.0,Email ouvert,Modifié,India,Thane et sa périphérie,Select,Intéressé par d'autres cours,Moyen,Moyen,14.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.06634552071156515,0
354,651241,Soumission landing page,Google,Autre leads,Pas sur,Non,Non,Sans emploi,0,5.0,75,2.5,A cliqué sur le lien dans le mail,A cliqué sur le lien dans le mail,India,Autres villes,Human Resource Management,Désactivé,Moyen,Moyen,13.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.056941021893048345,0
355,647994,Importation de lead,Facebook,Select,,Oui,Non,Sans emploi,0,,574,,Email rejeté,Modifié,,Mumbai,Select,Appelé,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.02688263401364016,0
356,634844,API,Google,,,Non,Non,,1,2.0,1551,1.0,SMS envoyé,SMS envoyé,India,,,,Moyen,Moyen,15.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.9266560373389938,1
357,613398,Soumission landing page,Direct Traffic,Autre leads,Pas sur,Non,Non,Sans emploi,1,6.0,1399,6.0,Email ouvert,Email ouvert,India,Thane et sa périphérie,Finance Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.9279895226978725,1
358,582654,Soumission landing page,Google,Lead potentiel,,Non,Non,Sans emploi,0,5.0,1298,5.0,Email ouvert,Email ouvert,India,Mumbai,E-Business,Intéressé par un MBA full-time,Moyen,Elevé,15.0,20.0,Non,Non,Non,Non,Non,Non,Non,Recherche en ligne,Non,Non,Non,Non,Non,0.07306419429388654,0
359,655429,Soumission landing page,Google,Select,Pas sur,Non,Non,Sans emploi,0,3.0,1412,3.0,SMS envoyé,Modifié,India,Mumbai,Finance Management,Appelé,Moyen,Elevé,14.0,18.0,Non,Non,Non,Non,Non,Non,Non,Publicité,Non,Non,Non,Non,Non,0.06937510360350352,0
360,621499,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Email ouvert,Email ouvert,,,,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.07310637688220295,0
361,630462,Soumission landing page,Organic Search,Lead potentiel,Pourrait être pertinent,Non,Non,Professionnel en activité,1,4.0,813,2.0,SMS envoyé,SMS envoyé,India,Autres villes,Travel and Tourism,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.9396793415928132,1
362,591077,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Email ouvert,Email ouvert,,,,,Elevé,Moyen,17.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.07310637688220295,0
363,658448,Soumission landing page,Google,,,Non,Non,,0,5.0,309,5.0,Conversation Chat,Modifié,India,Mumbai,Finance Management,,Moyen,Elevé,15.0,18.0,Non,Non,Non,Non,Non,Non,Non,Bouche à oreille,Non,Non,Non,Non,Non,0.028289085934229297,0
364,616697,Soumission landing page,Direct Traffic,,,Non,Non,,0,4.0,11,4.0,SMS envoyé,SMS envoyé,India,Mumbai,Finance Management,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.9055370597966561,1
365,653656,API,Organic Search,,,Non,Non,,0,3.0,144,3.0,Email ouvert,Modifié,India,,,,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.039499039441278,0
366,592530,Soumission landing page,Google,Select,Pourrait être pertinent,Non,Non,Sans emploi,1,2.0,1277,2.0,SMS envoyé,SMS envoyé,India,Mumbai,IT Projects Management,Reviendra après avoir lu le courriel,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,Autre,Non,Non,Non,Non,Non,0.9421277722996555,1
367,633392,API,Google,Select,,Non,Non,Sans emploi,0,2.0,2,2.0,SMS envoyé,Modifié,India,Select,Select,Appelé,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.07178976633090642,0
368,656271,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Email ouvert,Modifié,,,,,Elevé,Moyen,16.0,15.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.07310637688220295,0
369,650291,API,Google,Lead potentiel,Pourrait être pertinent,Non,Non,Professionnel en activité,1,4.0,1048,1.33,Email ouvert,Email ouvert,India,Select,Operations Management,Reviendra après avoir lu le courriel,Moyen,Moyen,15.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9207335600469998,1
370,589580,Soumission landing page,Direct Traffic,Lead potentiel,Pourrait être pertinent,Non,Non,Sans emploi,1,6.0,973,6.0,SMS envoyé,SMS envoyé,India,Mumbai,Travel and Tourism,Reviendra après avoir lu le courriel,Moyen,Elevé,15.0,18.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.9439317186590026,1
371,603303,API,Olark Chat,,,Non,Non,,0,3.0,1315,1.5,Conversation Chat,Conversation Chat,India,Autres villes métropolitaines,Finance Management,,Elevé,Moyen,16.0,14.0,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.13500654560431563,0
372,607069,Soumission landing page,Direct Traffic,Select,Pas sur,Non,Non,Sans emploi,0,3.0,262,1.5,SMS envoyé,SMS envoyé,India,Mumbai,Business Administration,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.046830309647612714,0
373,649401,Soumission landing page,Google,Select,,Non,Non,Sans emploi,1,7.0,152,3.5,Email ouvert,Email ouvert,India,Mumbai,Marketing Management,,Moyen,Elevé,15.0,18.0,Non,Non,Non,Non,Non,Non,Non,Etudiant d'une certaine école,Non,Non,Non,Non,Non,0.0385124532218145,0
374,637794,Soumission landing page,Direct Traffic,Select,Pourrait être pertinent,Non,Non,Sans emploi,1,4.0,300,4.0,SMS envoyé,SMS envoyé,India,Autres villes,Finance Management,Reviendra après avoir lu le courriel,Moyen,Moyen,15.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.9212675244912524,1
375,612669,Soumission landing page,Google,Select,Pourrait être pertinent,Non,Non,Sans emploi,0,2.0,336,2.0,Email ouvert,Email ouvert,India,Mumbai,Marketing Management,Appelé,,,,,Non,Non,Non,Non,Non,Non,Non,Bouche à oreille,Non,Non,Non,Non,Non,0.06711856289997002,0
376,646191,Soumission landing page,Google,Select,Pourrait être pertinent,Non,Non,Professionnel en activité,1,2.0,230,2.0,Email ouvert,Email ouvert,India,Autres villes métropolitaines,Healthcare Management,Reviendra après avoir lu le courriel,Moyen,Moyen,14.0,13.0,Non,Non,Non,Non,Non,Non,Non,Bouche à oreille,Non,Non,Non,Non,Non,0.9209062511947922,1
377,620420,Soumission landing page,Google,,,Non,Non,,1,8.0,787,4.0,SMS envoyé,SMS envoyé,India,Mumbai,Operations Management,,,,,,Non,Non,Non,Non,Non,Non,Non,Autre,Non,Non,Non,Non,Non,0.5569943749086694,1
378,654175,Importation de lead,Facebook,Select,Pas sur,Non,Non,Sans emploi,0,,11,,,Modifié,,Mumbai,Select,Appelé,Moyen,Moyen,13.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.061892752977605256,0
379,612134,Soumission landing page,Organic Search,,,Non,Non,,0,8.0,286,8.0,Conversation Chat,Conversation Chat,India,Autres villes,Operations Management,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.028445626859172794,0
380,645843,Soumission landing page,Organic Search,Select,,Non,Non,Sans emploi,0,5.0,285,5.0,Email ouvert,Email ouvert,India,Select,Business Administration,Diplôme en cours,Faible,Elevé,12.0,17.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.021796118112764735,0
381,643936,Formulaire Lead Add,Reference,Lead potentiel,Pourrait être pertinent,Non,Non,Professionnel en activité,1,0.0,0,0.0,Email ouvert,Email ouvert,,Select,Human Resource Management,Reviendra après avoir lu le courriel,Moyen,Elevé,15.0,19.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9208112790529103,1
382,588195,Soumission landing page,Direct Traffic,Etudiant d'une certaine école,Pas du tout pertinent,Non,Non,Sans emploi,0,2.0,1119,2.0,Email ouvert,Email ouvert,India,Villes de niveau II,Operations Management,Déjà un étudiant,Elevé,Elevé,16.0,17.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.047753134460515476,0
383,643461,API,Olark Chat,Select,,Non,Non,Sans emploi,1,0.0,0,0.0,SMS envoyé,SMS envoyé,,Select,Select,,Moyen,Moyen,15.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9207222860500742,1
384,603189,API,Olark Chat,,,Non,Non,,0,0.0,0,0.0,Email ouvert,Modifié,,,,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Non,0.07310637688220295,0
385,606643,Soumission landing page,Organic Search,Select,Pourrait être pertinent,Non,Non,Professionnel en activité,1,6.0,297,6.0,SMS envoyé,SMS envoyé,India,Thane et sa périphérie,Business Administration,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9213397584094581,1
386,642228,Soumission landing page,Google,,,Non,Non,,0,12.0,1261,4.0,SMS envoyé,Modifié,India,Mumbai,IT Projects Management,,Moyen,Moyen,14.0,15.0,Non,Non,Non,Non,Non,Non,Non,Autre,Non,Non,Non,Non,Oui,0.9498732917734201,1
387,601478,Soumission landing page,Google,,,Non,Non,,1,7.0,1662,3.5,Email ouvert,Email ouvert,India,Mumbai,"Banking, Investment And Insurance",,,,,,Non,Non,Non,Non,Non,Non,Non,Bouche à oreille,Non,Non,Non,Non,Non,0.8774293437016304,1
388,581416,API,Olark Chat,Lead potentiel,,Non,Non,Sans emploi,1,0.0,0,0.0,Email ouvert,Modifié,,Select,Select,Perdu au profit d'un concurrent,Moyen,Moyen,15.0,16.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9346647805846463,1
389,603107,Soumission landing page,Organic Search,,,Non,Non,,1,6.0,1297,2.0,Email ouvert,Email ouvert,India,Autres villes métropolitaines,Supply Chain Management,,,,,,Non,Non,Non,Non,Non,Non,Non,,Non,Non,Non,Non,Oui,0.7519582867215768,1
390,594789,API,Organic Search,Autre leads,Pourrait être pertinent,Non,Non,Professionnel en activité,1,9.0,1115,2.25,Email ouvert,Email ouvert,India,Autres villes,Hospitality Management,Reviendra après avoir lu le courriel,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9207316567800936,1
391,609731,Soumission landing page,Direct Traffic,Select,Pas du tout pertinent,Non,Non,Sans emploi,0,2.0,268,2.0,Email ouvert,Email ouvert,India,Autres villes de Maharashtra,"Banking, Investment And Insurance",Diplôme en cours,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.043828399895181835,0
392,608186,API,Olark Chat,Select,,Non,Non,Sans emploi,0,10.0,293,2.5,Email ouvert,Email ouvert,India,Mumbai,Finance Management,,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.03099650010149388,0
393,601783,Soumission landing page,Direct Traffic,Autre leads,Pas du tout pertinent,Non,Non,Sans emploi,0,2.0,287,2.0,Page visitée sur le site,Modifié,India,Mumbai,Finance Management,Intéressé par d'autres cours,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.053474240532912366,0
394,593802,API,Olark Chat,Select,,Non,Non,Sans emploi,1,0.0,0,0.0,Email ouvert,Modifié,,Select,Select,Fermé,Elevé,Moyen,16.0,15.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9309955272742968,1
395,633070,Formulaire Lead Add,Reference,Lead potentiel,Très pertinent,Non,Non,Sans emploi,1,0.0,0,0.0,Email ouvert,Modifié,,Select,Finance Management,Fermé,Moyen,Elevé,15.0,19.0,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Non,0.9208415310994461,1
396,599945,Soumission landing page,Organic Search,Select,,Non,Non,Sans emploi,0,6.0,1102,6.0,Email ouvert,Email ouvert,India,Mumbai,International Business,Numéro non fourni,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.5809329390868188,1
397,622875,Soumission landing page,Direct Traffic,Select,,Non,Non,Sans emploi,0,2.0,160,2.0,Email ouvert,Email ouvert,India,Autres villes,Human Resource Management,Déjà un étudiant,,,,,Non,Non,Non,Non,Non,Non,Non,Select,Non,Non,Non,Non,Oui,0.04696697255562546,0
