ID_CLIENT;ORIGINE_LEAD;SOURCE_LEAD;NIVEAU_LEAD;QUALITE_LEAD;CONTACT_PAR_MAIL;CONTACT_PAR_TELEPHONE;STATUT_ACTUEL;CONVERTI;NB_VISITES;DUREE_SUR_SITEWEB;NB_PAGES_VUES_PAR_VISITE;DERNIERE_ACTIVITE;DERNIERE_ACTIVITE_NOTABLE;PAYS;VILLE;SPECIALISATION;TAGS;INDEX_ACTIVITE;INDEX_PROFIL;SCORE_ACTIVITE;SCORE_PROFIL;ANNONCE_VUE;MAGAZINE;ARTICLE_JOURNAL;FORUM;JOURNAUX;PUB_DIGITALE;RECOMMANDATION;Comment avez-vous entendu parler de nous ?;Souhaites-tu recevoir plus d'infos sur notre cours ?;Souhaites-tu recevoir des mises à jour sur nos programmes ?;Souhaites-tu recevoir des mises à jour par message privé ?;Souhaites-tu payer par chèque ?;Souhaites-tu recevoir une copie de notre livre blanc ?
651477;API;Google;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;6.0;305;3.0;Conversation Chat;Conversation Chat;India;Select;Select;Reviendra après avoir lu le courriel;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
605487;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;4.0;22;4.0;Email ouvert;Email ouvert;India;Mumbai;Human Resource Management;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Sources diverses;Non;Non;Non;Non;Non
583774;Soumission landing page;Organic Search;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;0;15.0;1042;15.0;SMS envoyé;SMS envoyé;India;Mumbai;Retail Management;Appelé;Moyen;Elevé;15.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
650408;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Conversation Chat;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
620794;Soumission landing page;Direct Traffic;;;Non;Non;;0;4.0;1458;4.0;Email ouvert;Modifié;India;Mumbai;Finance Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
598377;API;Google;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;1;26.0;1157;2.17;Email ouvert;Email ouvert;India;Mumbai;Marketing Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
583464;Soumission landing page;Google;Autre leads;Pas du tout pertinent;Non;Non;Sans emploi;0;4.0;137;2.0;Email ouvert;Email ouvert;India;Mumbai;Business Administration;Diplôme en cours;Faible;Elevé;12.0;18.0;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
657226;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
593124;API;Google;Lead potentiel;Peu pertinent;Non;Non;Professionnel en activité;1;2.0;987;1.0;Email ouvert;Email ouvert;India;Mumbai;Human Resource Management;Reviendra après avoir lu le courriel;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
589632;Soumission landing page;Direct Traffic;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Sans emploi;0;6.0;1613;1.5;Page visitée sur le site;Page visitée sur le site;India;Mumbai;Finance Management;Déjà un étudiant;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
596866;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Email ouvert;Email ouvert;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
613635;API;Olark Chat;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Sans emploi;0;0.0;0;0.0;Conversation Chat;Modifié;;Select;Select;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
659407;API;Organic Search;;;Non;Non;;0;3.0;570;3.0;Converti en lead;Modifié;India;;;Intéressé par d'autres cours;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
602873;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;9.0;208;9.0;Email ouvert;Email ouvert;India;Autres villes de Maharashtra;Banking, Investment And Insurance;Intéressé par un MBA full-time;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
579883;API;Google;Lead potentiel;;Non;Non;Sans emploi;0;2.0;12;2.0;Email ouvert;Email ouvert;India;Select;Select;Appelé;Moyen;Moyen;14.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
601427;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
621837;Soumission landing page;Organic Search;;;Non;Non;;0;21.0;230;5.25;Page visitée sur le site;Page visitée sur le site;India;Mumbai;Travel and Tourism;;Elevé;Moyen;16.0;16.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
594622;API;Google;;;Non;Non;;0;3.0;88;1.5;SMS envoyé;SMS envoyé;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
589992;Soumission landing page;Direct Traffic;;;Non;Non;;0;6.0;437;3.0;Email ouvert;Email ouvert;India;Mumbai;Banking, Investment And Insurance;;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
636420;Soumission landing page;Google;Lead potentiel;Peu pertinent;Non;Non;Etudiant;1;4.0;786;4.0;Email ouvert;Modifié;India;Autres villes métropolitaines;Finance Management;Fermé;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Non
604140;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
584482;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;3.0;106;3.0;Page visitée sur le site;Modifié;India;Autres villes;Finance Management;Ne pas suivre de formation continue;Moyen;Moyen;14.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
657686;Formulaire Lead Add;Welingak Website;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Modifié;;Select;Select;Fermé;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
588500;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;2.0;206;2.0;Email ouvert;Email ouvert;India;Thane et sa périphérie;IT Projects Management;Déjà un étudiant;Moyen;Moyen;15.0;14.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
597513;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;1;16.0;1226;2.0;Email ouvert;Email ouvert;India;Thane et sa périphérie;Supply Chain Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
636191;Soumission landing page;Google;;;Non;Non;;0;3.0;1198;3.0;Formulaire soumis sur le site;Modifié;India;Mumbai;Finance Management;;Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;SMS;Non;Non;Non;Non;Non
613668;Formulaire Lead Add;Welingak Website;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;Modifié;;Select;Select;Perdu au profit d'un concurrent;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
608251;API;Google;Select;Pas sur;Non;Non;Sans emploi;1;2.0;39;2.0;SMS envoyé;SMS envoyé;India;Select;Select;Intéressé par d'autres cours;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
643277;Importation de lead;Facebook;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Autres villes de Maharashtra;Finance Management;Reviendra après avoir lu le courriel;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
598580;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;2.0;62;1.0;Converti en lead;Modifié;India;Mumbai;Retail Management;Désactivé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
646501;API;Google;Select;;Non;Non;Sans emploi;0;3.0;1395;1.5;Email ouvert;Modifié;India;Select;Select;Intéressé par d'autres cours;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
629658;Formulaire Lead Add;Reference;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Autres villes métropolitaines;Hospitality Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
630428;API;Direct Traffic;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;3.0;1099;1.5;SMS envoyé;SMS envoyé;India;Select;Select;Reviendra après avoir lu le courriel;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
583406;Soumission landing page;Organic Search;Select;Pas du tout pertinent;Non;Non;Sans emploi;0;4.0;5;4.0;SMS envoyé;Modifié;India;Villes de niveau II;E-Business;Ne pas suivre de formation continue;Moyen;Elevé;14.0;17.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
610165;Soumission landing page;Google;Select;Pourrait être pertinent;Non;Non;Sans emploi;0;4.0;1081;4.0;SMS envoyé;SMS envoyé;India;Mumbai;Human Resource Management;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Autre;Non;Non;Non;Non;Non
584303;API;Google;;;Non;Non;;0;4.0;45;2.0;Conversation Chat;Modifié;India;;;;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
606327;API;Olark Chat;Etudiant d'une certaine école;Pas du tout pertinent;Non;Non;Sans emploi;0;0.0;0;0.0;Conversation Chat;Modifié;;Select;Select;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
641908;Soumission landing page;Direct Traffic;;;Non;Non;;0;5.0;287;5.0;SMS envoyé;Modifié;India;Autres villes;Travel and Tourism;;Moyen;Moyen;14.0;14.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
631658;Formulaire Lead Add;Reference;Select;;Non;Non;Sans emploi;1;;1055;;;Modifié;;Select;Select;Fermé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
652531;API;Google;Select;;Non;Non;Sans emploi;0;1.0;94;1.0;Converti en lead;Modifié;India;Select;Select;Intéressé par d'autres cours;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
602757;Formulaire Lead Add;Reference;Lead potentiel;Très pertinent;Non;Non;Professionnel en activité;1;0.0;0;0.0;Email ouvert;Modifié;;Mumbai;Human Resource Management;Fermé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
615309;Soumission landing page;Direct Traffic;Select;Très pertinent;Non;Non;Sans emploi;1;3.0;1500;3.0;Approche directe;Modifié;India;Mumbai;Marketing Management;Fermé;Moyen;Elevé;15.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
594041;Soumission landing page;Direct Traffic;Select;Pourrait être pertinent;Oui;Non;Sans emploi;0;2.0;150;2.0;SMS envoyé;SMS envoyé;India;Autres villes de Maharashtra;Finance Management;Appelé;Faible;Elevé;12.0;17.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
599932;Soumission landing page;Google;Select;Très pertinent;Non;Non;Sans emploi;1;5.0;967;2.5;Email ouvert;Email ouvert;India;Thane et sa périphérie;IT Projects Management;Reviendra après avoir lu le courriel;Moyen;Moyen;15.0;14.0;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Non
601670;Soumission landing page;Google;Select;;Non;Non;Sans emploi;1;10.0;1341;3.33;Email ouvert;Email ouvert;India;Mumbai;Operations Management;;;;;;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Oui
589672;Soumission landing page;Direct Traffic;Select;Très pertinent;Non;Non;Sans emploi;1;17.0;1056;4.25;Page visitée sur le site;Page visitée sur le site;India;Mumbai;Human Resource Management;Fermé;Elevé;Elevé;16.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
581232;API;Organic Search;Lead potentiel;;Non;Non;Sans emploi;0;5.0;1468;2.5;Email ouvert;Email ouvert;India;Select;Select;Déjà un étudiant;Elevé;Moyen;16.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
630840;Soumission landing page;Direct Traffic;Select;Pas sur;Non;Non;Sans emploi;1;9.0;62;2.25;Email ouvert;Email ouvert;India;Mumbai;Finance Management;Perdu au profit d'un concurrent;Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Oui
586563;API;Olark Chat;Select;Très pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Modifié;;Mumbai;Marketing Management;Fermé;Moyen;Moyen;15.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
627590;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Email ouvert;Email ouvert;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
582355;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Conversation Chat;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
610099;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
588065;API;Organic Search;Select;;Non;Non;Sans emploi;1;2.0;306;1.0;SMS envoyé;SMS envoyé;India;Select;Select;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
603996;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
627173;Formulaire Lead Add;Reference;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Select;Select;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
639435;API;Olark Chat;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Select;Select;;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
653068;Soumission landing page;Organic Search;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;5.0;1016;2.5;Email ouvert;Email ouvert;India;Autres villes métropolitaines;E-Business;Reviendra après avoir lu le courriel;Moyen;Moyen;15.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
585535;API;Olark Chat;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;Modifié;;Select;Operations Management;Fermé;Moyen;Moyen;15.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
580662;API;Google;Select;Pourrait être pertinent;Oui;Non;Sans emploi;1;2.0;759;1.0;SMS envoyé;SMS envoyé;India;Select;Select;Intéressé pour la prochaine session;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
656413;API;Olark Chat;;;Oui;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
610776;Soumission landing page;Direct Traffic;Select;Pas du tout pertinent;Non;Non;Sans emploi;0;1.0;384;1.0;Converti en lead;Modifié;India;Autres villes;Finance Management;Ne pas suivre de formation continue;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
592100;Soumission landing page;Google;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;4.0;117;4.0;SMS envoyé;SMS envoyé;India;Mumbai;Human Resource Management;Appelé;Faible;Elevé;12.0;18.0;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
580548;Soumission landing page;Organic Search;Lead potentiel;Pas sur;Non;Non;Sans emploi;0;4.0;1965;4.0;SMS envoyé;SMS envoyé;India;Mumbai;Business Administration;Appelé;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
620220;API;Organic Search;Select;;Oui;Non;Sans emploi;0;1.0;117;1.0;Email rejeté;Modifié;India;Select;Select;Intéressé par d'autres cours;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
659038;Soumission landing page;Organic Search;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;5.0;614;5.0;Injoignable;Injoignable;India;Thane et sa périphérie;Finance Management;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;19.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
587970;Formulaire Lead Add;Reference;Select;Pourrait être pertinent;Non;Non;Professionnel en activité;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Select;Human Resource Management;Reviendra après avoir lu le courriel;Moyen;Elevé;14.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
612698;Soumission landing page;Google;Select;;Oui;Non;Sans emploi;0;2.0;1016;2.0;Email rejeté;Modifié;India;Mumbai;Banking, Investment And Insurance;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Réseaux sociaux;Non;Non;Non;Non;Non
620391;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Modifié;;;;;Elevé;Moyen;17.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
637336;Soumission landing page;Google;Select;Peu pertinent;Non;Non;Etudiant;1;5.0;1123;2.5;Email ouvert;Email ouvert;India;Mumbai;Healthcare Management;Reviendra après avoir lu le courriel;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Réseaux sociaux;Non;Non;Non;Non;Non
610800;API;Organic Search;Select;;Non;Non;Sans emploi;0;2.0;61;2.0;Email ouvert;Email ouvert;India;Select;Select;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
592374;Soumission landing page;Organic Search;Select;;Non;Non;Sans emploi;0;9.0;414;9.0;SMS envoyé;SMS envoyé;India;Mumbai;IT Projects Management;Numéro invalide;Moyen;Moyen;14.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
650642;API;Olark Chat;Select;Pas sur;Non;Non;Sans emploi;1;0.0;0;0.0;Injoignable;Modifié;;Select;Select;Perdu au profit d'un concurrent;Moyen;Moyen;13.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
623427;Formulaire Lead Add;Reference;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Select;Select;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
609500;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;4.0;692;4.0;Email ouvert;Email ouvert;India;Thane et sa périphérie;Human Resource Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Bouche à oreille;Non;Non;Non;Non;Non
599331;Soumission landing page;Google;Select;Pas sur;Non;Non;Sans emploi;0;5.0;208;5.0;SMS envoyé;SMS envoyé;India;Mumbai;Supply Chain Management;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
637904;API;Google;;;Non;Non;;0;1.0;249;1.0;Converti en lead;Modifié;India;;;;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
628066;API;Olark Chat;;;Non;Non;;0;0.0;0;0.0;Conversation Chat;Conversation Chat;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
579728;Soumission landing page;Google;Lead potentiel;Pourrait être pertinent;Non;Non;Sans emploi;1;5.0;1283;1.67;Email ouvert;Email ouvert;India;Mumbai;Supply Chain Management;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;20.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
590880;Soumission landing page;Direct Traffic;;;Non;Non;;1;14.0;1248;14.0;Email ouvert;Email ouvert;India;Autres villes métropolitaines;Marketing Management;;Elevé;Moyen;16.0;16.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
623332;Formulaire Lead Add;Welingak Website;Select;;Non;Non;Sans emploi;1;0.0;0;0.0;SMS envoyé;SMS envoyé;;Select;Select;;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
600645;Soumission landing page;Direct Traffic;;;Non;Non;;0;1.0;321;1.0;Converti en lead;Modifié;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
584335;Soumission landing page;Google;Select;Pourrait être pertinent;Non;Non;Professionnel en activité;1;4.0;234;4.0;Injoignable;Injoignable;India;Mumbai;Finance Management;Reviendra après avoir lu le courriel;Moyen;Elevé;15.0;18.0;Non;Non;Non;Non;Non;Non;Non;Sources diverses;Non;Non;Non;Non;Non
581257;Formulaire Lead Add;Reference;Lead potentiel;Peu pertinent;Non;Non;Professionnel en activité;1;;1159;;;Modifié;;Mumbai;Supply Chain Management;Fermé;Moyen;Elevé;14.0;20.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
633335;API;Google;Select;Peu pertinent;Non;Non;Sans emploi;1;2.0;1392;1.0;Email ouvert;Email ouvert;India;Select;Marketing Management;Reviendra après avoir lu le courriel;Moyen;Moyen;15.0;15.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
641495;Soumission landing page;Google;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;3.0;761;3.0;Email ouvert;Email ouvert;India;Thane et sa périphérie;Healthcare Management;Reviendra après avoir lu le courriel;Moyen;Moyen;14.0;16.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
587053;Soumission landing page;Google;;;Non;Non;;1;2.0;1227;1.0;Converti en lead;Modifié;India;Mumbai;Human Resource Management;Perdu au profit d'un concurrent;Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
579942;Soumission landing page;Direct Traffic;;;Oui;Non;;0;2.0;91;2.0;SMS envoyé;Modifié;India;Mumbai;Finance Management;;Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui
601521;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;4.0;79;4.0;Email ouvert;Email ouvert;India;Mumbai;Finance Management;Appelé;;;;;Non;Non;Non;Non;Non;Non;Non;Etudiant d'une certaine école;Non;Non;Non;Non;Non
632890;API;Google;;;Non;Non;;0;2.0;123;2.0;Converti en lead;Modifié;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
643623;Soumission landing page;Google;Select;;Non;Non;Sans emploi;0;3.0;1708;3.0;Email ouvert;Email ouvert;India;Mumbai;Business Administration;Titulaire d'un diplôme (non éligible);Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
641576;Soumission landing page;Google;Select;Pourrait être pertinent;Non;Non;Sans emploi;1;10.0;825;5.0;SMS envoyé;SMS envoyé;India;Mumbai;Banking, Investment And Insurance;Reviendra après avoir lu le courriel;Elevé;Elevé;16.0;18.0;Non;Non;Non;Non;Non;Non;Non;Recherche en ligne;Non;Non;Non;Non;Non
658206;Soumission landing page;Direct Traffic;Select;;Non;Non;Sans emploi;0;4.0;187;4.0;A cliqué sur le lien dans le mail;Modifié;India;Mumbai;Human Resource Management;Appelé;Moyen;Elevé;13.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
633175;API;Google;Select;;Oui;Non;Sans emploi;0;2.0;139;1.0;Email rejeté;Email rejeté;India;Select;Select;;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
589246;Soumission landing page;Direct Traffic;Autre leads;Pas du tout pertinent;Non;Non;Sans emploi;0;3.0;27;3.0;Email ouvert;Email ouvert;India;Autres villes;Finance Management;Intéressé par d'autres cours;Moyen;Moyen;14.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
582437;API;Organic Search;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;5.0;726;5.0;Email ouvert;Email ouvert;India;Select;Select;Reviendra après avoir lu le courriel;Elevé;Moyen;16.0;16.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
640469;Formulaire Lead Add;Reference;Lead potentiel;Très pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Modifié;;Select;Human Resource Management;Fermé;Moyen;Elevé;15.0;19.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
598881;API;Olark Chat;Select;;Non;Non;Sans emploi;0;0.0;0;0.0;Conversation Chat;Modifié;;Select;Select;Déjà un étudiant;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
660050;API;Google;;;Non;Non;;0;6.0;286;1.5;Conversation Chat;Modifié;India;;;;Elevé;Moyen;16.0;15.0;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
620550;API;Google;;;Non;Non;;0;6.0;154;6.0;Converti en lead;Modifié;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
588140;Soumission landing page;Direct Traffic;Select;Pas sur;Oui;Non;Sans emploi;0;6.0;15;6.0;SMS envoyé;SMS envoyé;India;Mumbai;Human Resource Management;Désactivé;Faible;Elevé;12.0;18.0;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Oui
619164;API;Google;;;Non;Non;;0;2.0;346;1.0;Email ouvert;Email ouvert;India;;;;;;;;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non
617929;Formulaire Lead Add;Reference;Lead potentiel;Peu pertinent;Non;Non;Sans emploi;1;0.0;0;0.0;Email ouvert;Email ouvert;;Thane et sa périphérie;Marketing Management;Reviendra après avoir lu le courriel;;;;;Non;Non;Non;Non;Non;Non;Non;Select;Non;Non;Non;Non;Non
